# run=/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du csharpgenerators=f9cbd7911527b8272ee384926255f7aed160b794 scaledcompilers=a202a1fb80ad52df2bd2e99d5d6ee9910739a2eb omispecifications=fa3ed9cfcca776d736a223fecfc6f20b723da8d4
model	model_hash	stage	error	prev_stage	prev_error	defect	prev_defect	run
Nasdaq.PhlxOptions.SpreadTradeFeed.Itch.v2.1	8cf9e8c14806ff6d9602247017640afbc8bc5900117a0b047e9e9a36d6aad5c6	generation	Model 'Nasdaq.PhlxOptions.SpreadTradeFeed.Itch.v2.1': the generator does not emit counted group 'servertcppacket.serversoupbintcppacket.servertcppayload.sequenceddatapacket.sequencedmessage.complexstrategydirectorymessage.leginformation' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PhlxOptions.TopOfMarket.Glimpse.v2.1	3402eadb4115682c648a00d991405addda820239daf16e8f59924c49b7c3ac90	passed		generation	Model 'Nasdaq.PhlxOptions.TopOfMarket.Glimpse.v2.1': the generator does not emit a writer for 'clientpacket.clientsoupbintcppacket.clientpayload.unsequenceddatapacket' because child 'clientpacket.clientsoupbintcppacket.clientpayload.unsequenceddatapacket.unsequencedmessage' is not static.		zc-writer-nonstatic-prefix-child	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PhlxOptions.TopOfMarket.Itch.v2.1	dda0e7d2f01388c5be95275cdf34eac4738d33689822c1bc9e6964b3ded1c9b6	passed		generation	Model 'Nasdaq.PhlxOptions.TopOfMarket.Itch.v2.1': the generator does not emit a writer for 'clienttcppacket.clientsoupbintcppacket.clienttcppayload.unsequenceddatapacket' because child 'clienttcppacket.clientsoupbintcppacket.clienttcppayload.unsequenceddatapacket.unsequencedmessage' is not static.		zc-writer-nonstatic-prefix-child	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PhlxOptions.TopOfMarket.Itch.v3.3	23527bbd4a26a97d5d5f949ae29900cc42217b1dca4c0695bdb7c8a866b0a5f9	generation	Character enum 'Quote Condition' (packet.messages.message.payload.shortbestbidandaskupdatemessage.quotecondition) value 'Regular Quoteautox Eligible' has data '   '. A one-byte ASCII enum value must contain exactly one character.	passed		loader-quote-strip-overcounts-whitespace-value		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PhlxOptions.TradeFeed.Itch.v2.1	a1f539251c80206b1241168406f8455f890c7df5283b71401db9892e2007c95b	passed		generation	Model 'Nasdaq.PhlxOptions.TradeFeed.Itch.v2.1': the generator does not emit a writer for 'clienttcppacket.clientsoupbintcppacket.clienttcppayload.unsequenceddatapacket' because child 'clienttcppacket.clientsoupbintcppacket.clienttcppayload.unsequenceddatapacket.unsequencedmessage' is not static.		zc-writer-nonstatic-prefix-child	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PsxEquities.Bbo.Itch.v2.1	7579e9558cf74b0a3fc6b71b013569607bd7bf26504a697d43fcfbb00acbbeaf	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PsxEquities.Bbo.Itch.v2.1.2018	6ecc95780fd12b05a4a08ebacdd33350269fe626c0ae9e3c8276cc1ffb9b9583	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PsxEquities.LastSale.Itch.v2.1.2018	a71deaa283d4b2645b09885823d442744cd3da43b0b299902268a6bf1d7ad8af	generation	Model 'Nasdaq.PsxEquities.LastSale.Itch.v2.1.2018': length rules on 'packet.messages.message' and 'packet.messages.message.payload' both read 'packet.messages.message.messageheader.messagelength' but exclude 2 and 10 bytes from the frame size.	passed		zc-size-rule-exclusion-mismatch		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PsxEquities.LastSale.Itch.v2.1.2026	85dd259de3aabe36542be8046912ab534e2b02c4b6fb0f9173b21488892cd785	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PsxEquities.Orders.Ouch.v4.2	a05e45911da48ab3f6612606b186c56d380fffdf92513a84b557aff6e89a2ec4	passed		generation	Model 'Nasdaq.PsxEquities.Orders.Ouch.v4.2': some dispatch targets of 'serverpacket.serversoupbintcppacket.serverpayload' carry a Size rule and some do not.		mixed-size-rule-dispatch-targets	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PsxEquities.TotalView.Itch.v5.0	b0c51d1fc5b5b540867ce4eeb3199b9e917fbca9de2268f653cf8fa2a5f463d3	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.PsxEquities.TotalView.Itch.v5.0.2018	2ef526dd497001156527232332d29769e9374cc56dd96c08149ee02483d35dac	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Uqdf.Output.Utp.v1.5	ac2eb8ed6a2f661a698420303ed166666853c603d57c9576fcab0cef7708288f	generation	Model 'Nasdaq.Uqdf.Output.Utp.v1.5': the generator does not emit counted group 'packet.message.payload.administrativemessage.administrativemessagepayload.sessioncloserecapmessage.marketcentercloserecap' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Uqdf.Output.Utp.v3.0.Hft	d5306d9b50adb1c9fcf2efa5165c3de57424a6a41b3ef8b96a789692f5945c97	generation	Model 'Nasdaq.Uqdf.Output.Utp.v3.0.Hft': the generator does not emit counted group 'moldudp64packet.messages.message.udppayload.sessioncloserecapmessage.marketcentercloserecap' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Uqdf.Output.Utp.v3.0.c	92a5f985ff3e6a66ff84e40b5fcda96f08a871d3f783f54cef41ed32cea24f98	generation	Model 'Nasdaq.Uqdf.Output.Utp.v3.0.c': the generator does not emit counted group 'moldudp64packet.messages.message.categorypayload.administrativemessage.administrativemessagepayload.sessioncloserecapmessage.marketcentercloserecap' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Utdf.Output.Utp.v1.5	7b7e2e949344085a384d7765462e61e3fc71c6f2bd4ab2a640401784fb13a2b9	generation	Model 'Nasdaq.Utdf.Output.Utp.v1.5': the generator does not emit counted group 'packet.message.payload.administrativemessage.administrativemessagepayload.closingtradesummaryreportmessage.marketcenterclosingpriceandvolumesummary' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Utdf.Output.Utp.v3.0.Hft	04e958da6384db448644c6946ff308062f61fb9b1290589f5542cfe00a2998b7	generation	Model 'Nasdaq.Utdf.Output.Utp.v3.0.Hft': the generator does not emit counted group 'moldudp64packet.messages.message.udppayload.closingtradesummaryreportmessage.marketcenterclosingpriceandvolumesummary' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Utdf.Output.Utp.v3.0.c	0f96900fa7069fa85d4e5627da4264adb1b854e3d39376c68a3b677678f65a71	generation	Model 'Nasdaq.Utdf.Output.Utp.v3.0.c': the generator does not emit counted group 'moldudp64packet.messages.message.categorypayload.administrativemessage.administrativemessagepayload.closingtradesummaryreportmessage.marketcenterclosingpriceandvolumesummary' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Utp.Input.Utp.v4.0	332671d15af3607c85d27de496dde715a11f00a7c09fabf10c02a435a4e130c9	generation	Model 'Nasdaq.Utp.Input.Utp.v4.0': the generator does not emit counted group 'clientpacket.clienttcppayload.unsequenceddatapacket.categorypayload.inboundquotemessagesmessage.inboundquotemessagesmessagepayload.exchangecombinedquotemessagelongformmessage.oddlotbidlongformattachment' because the group does not have a supported row cursor.	generation	Model 'Nasdaq.Utp.Input.Utp.v4.0': nested dispatch key 'clientpacket.clienttcppayload.unsequenceddatapacket.messageheader.messagecategory' is not a direct child of container 'clientpacket.clienttcppayload.unsequenceddatapacket'.	zc-counted-group-no-row-cursor	nested-dispatch-key-not-direct-child	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nasdaq.Utp.Snapshot.Utp.v3.0	62b7bd0f408a661a3bb54234be68327869055ed008308e42d0a023e8c41f357a	passed		generation	Model 'Nasdaq.Utp.Snapshot.Utp.v3.0': nested dispatch key 'serverpacket.servertcppayload.sequenceddatapacket.messageheader.messagecategory' is not a direct child of container 'serverpacket.servertcppayload.sequenceddatapacket'.		nested-dispatch-key-not-direct-child	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Mtbt.Binary.v6.8	1052c04cb8d4a880892afe8af5c858830cf40bd96fa1bc20229285c9cc995ad3	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Mtbt.Binary.v6.9	d529a3602549081275ba5dc6abbf9f95b1e1300058ea14cb83ab0dd41da656e8	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Mtbt.Binary.v7.0	c4b79ed59dd271340801f8b3a8cbda3f972d4706584676e9abb28d39745369be	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Mtbt.Binary.v7.1	edf885512e3a6be071c2c912fc1bd2dd38f53e2123d687f38128dda7fb7c0012	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.MtbtNdal.Binary.v6.5	22692da222bd45b5f680d8305d4d8528dc4c95a34ef9f7d1b9dcc9ac12dfc4c8	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Recovery.Binary.v6.8	0fcc72b35e5663a95aea761648e8d7513e3f01ab9932ff348750b92c991b435d	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Recovery.Binary.v6.9	0a44d8e585eb2b90a007df4865a82e5178986e9df4d0bb7cbb51ad4cc90f9eeb	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Recovery.Binary.v7.0	b10c59545876fbebb3f8a985f2df6379007f11f8572f038ab69eec3ac5cbea3e	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Recovery.Binary.v7.1	1fb87de2b7dd29a26e8853721a1cb74ef39f1a2b6b43d32fe1d9ee27c98413a1	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Snapshot.Binary.v6.8	c3105ce29bf8e805181c878b60e3685e30fb2b0c85d9a6de22d3be84cec8cfd0	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Snapshot.Binary.v6.9	71057e722e1319da7e63fa00ebc671e225f61b90612dd485db5efd9d5dfc8c78	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Snapshot.Binary.v7.0	3809e26e043aa470592689ae68d727d5d052b984bb58ef00763a7585fed8d1cb	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCd.Snapshot.Binary.v7.1	df23d6111a83ab57f594b99623113a8330b711b792dc54d71ba7bbf04808c3a8	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Mtbt.Binary.v6.8	e105ed1f399bc67dd5b6679c732cb879ddf7cf35198040338e615be59530e0e8	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Mtbt.Binary.v6.9	c1b4d6e7dc7b8bf3a14e02e4ca66604472a3e22ec153ee158d6fb9120b2c3a0b	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Mtbt.Binary.v7.0	25f642b189ac07a4bfe2494acbbd93fc7947ed8245160a022257bd967a1c818d	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Mtbt.Binary.v7.1	777e72bc6430ec3d8e7d6c000899d1834dbcf16cabfba51b780ff0d5f9caf448	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.MtbtNdal.Binary.v6.5	d17518adcd2c7c9ada4166c6f7e87c09676452a57f9af9669c0a7d3597105f5d	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Recovery.Binary.v6.8	0eae91de1c2ba29626b7024fd0b0f2a8a0405c2ae01355abf4ecbdfc44aa07c1	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Recovery.Binary.v6.9	2e46019e0bc0d8bc134fa062f286c816ca681f37d07517ec3f50ffd4261d8bdb	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Recovery.Binary.v7.0	b898095c33c7da4e1c44600e5a4db9a9309b3e63b9b073ccd9a2114ecb8a3b7b	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Recovery.Binary.v7.1	4ac81beaafa949695ff1991ce27aa804d6ca7e7ce5120a59d1bda3eebb71b34b	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Snapshot.Binary.v6.8	2904431e0afc73457a463963f70a6cd0c6126f785f5253e10e29b74aa1e35a59	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Snapshot.Binary.v6.9	d364edea919c3ec9ac0051520c8927f607c0fe31d7f1467f61144360ed2b7379	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Snapshot.Binary.v7.0	bf9b41ca75b47e491577bff028f65fce4c5c4108398f2cf4cb317ccfcfb34cad	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCm.Snapshot.Binary.v7.1	c96599e6f65949206315fef863ace00b0b1cbedb41c151fcad853e22a8623eb0	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Mtbt.Binary.v6.8	c81595b4c07e33435acb399c447ad28bb0b3af4771f016ac1d6f0689691c205a	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Mtbt.Binary.v6.9	dec7d06614ace34128e1ab089a48121a1aa42deb561c9a974b3d05a169b6604a	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Mtbt.Binary.v7.0	09d5747a48174e4b8f7f54c54489ae04cbadeb57e15fe581be14a0eeca702330	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Mtbt.Binary.v7.1	91c9a340b2c05b0aea9a6ed14628c1926c9e08fbd1b232bc429f84a125406391	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Recovery.Binary.v6.8	c818e900a06c85f603a5d5dc2062aee144bfdbfd2620151ae4e1882242720797	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Recovery.Binary.v6.9	26e5353d09941ff54acd8657a7ea2a5433a2b339df85fd28c12c2565fc7db187	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Recovery.Binary.v7.0	a457c7901606fdf9dde4a4e0abff2665699a506c53d29ae721af81c146756ef9	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Recovery.Binary.v7.1	67b9edb5981b55198e34082f463e0e1f3f1a04c30bf6874b87538a58be768cc1	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Snapshot.Binary.v6.8	365ea49a73505e4005652d3cf0ca50599458b425d85dfe8185dd0f1889636913	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Snapshot.Binary.v6.9	01539ea6c68643c6fb0beccc716bb6b1e366a3d7aacf810e6979bd29e21641d7	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Snapshot.Binary.v7.0	f13274debfc29ff68e67a5382cd92b790c9e6e1fa9e2f3e7442bb786c9a8a766	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseCom.Snapshot.Binary.v7.1	94c99897a1b52f8617763adbcda4a2029ac7a3be75e43d6b32bc07212200af0d	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Broadcast.NnfBcast.v9.50	7a513247095f947fd0bdcc7149b80a91d555f3dbc5aaf1aa75a0da5debc3ec7b	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Issued Capital')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Mtbt.Binary.v6.8	b28070899f65528cb819d95ae4b5a554b037012c9f28d6602c44f1553ec30ae0	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Mtbt.Binary.v6.9	0186ae6f2310c5e7f76e9af13d67656058581b724862a24e2f8a48e9f33938b8	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Mtbt.Binary.v7.0	b852cec5d7af9dd5b1034d0cf162d647a1a383d0427621df5c603f0f62969cbe	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Mtbt.Binary.v7.1	ce304158f1e61719abfe3250cb366f7780de3b21549519568e4e20d2934a5ca4	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.OrderEntry.Nnf.v9.50	e6f3805c2e714001047031d74b2cfac10514ea65a2a7756b5fd49f689b728b3f	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Sequence Number')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.OrderEntry.NnfDirect.v9.50	79a36f080c93289eed9df25783f7adab2dd29047984c5a95baa2eae86281a486	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Checksum')	generation	Requested value 'Complex' was not found.	opaque-field-no-data-translation	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.OrderEntry.NnfTrimmed.v9.50	f4e2121db315226767dd2e79e41ad6f1a5132456affeb44b2edfead46529c01a	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Nnf Field')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Recovery.Binary.v6.8	b80024d6d9eb2a0b4e63e60781a8afe081500b00ef5542aaf01e230a72139a9e	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Recovery.Binary.v6.9	b8a8832658d3a8c376e167e8b9a3b05c778d1d88f2c15a1d04131b126eda3635	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Nse.NseFo.Recovery.Binary.v7.0	6f5e79c656ac7ce0f2f4591e2591e52b5c29d66cec086e71c627700d83776045	generation	Specified argument was out of the range of valid values. (Parameter 'Unknown Type: [Field] Order Id')	generation	Requested value 'Complex' was not found.	floating-point-field	rule-type-complex-unmapped	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
