# run=/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du csharpgenerators=f9cbd7911527b8272ee384926255f7aed160b794 scaledcompilers=a202a1fb80ad52df2bd2e99d5d6ee9910739a2eb omispecifications=fa3ed9cfcca776d736a223fecfc6f20b723da8d4
model	model_hash	stage	error	prev_stage	prev_error	defect	prev_defect	run
24X.24XEquities.Memo.Sbe.v1.13	0d60fd0c7ef6e9ad1a8514095934b551fe1177f80b12930ab091a87a1c2179e1	generation	Model '24X.24XEquities.Memo.Sbe.v1.13': the generator does not emit counted group 'packet.data.unsequencedmessage.sbemessage.payload.executionreportcanceledmessage.partiesgroups.partiesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
24X.24XEquities.MemoirDepthFeed.Sbe.v1.3	05f60b8abdbaa538641c0ffb8e3d7b2f7f017e48512d096fb3a19aa16e5a54e9	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
24X.24XEquities.MemoirLastSale.Sbe.v1.3	653a424af198fbe8f0232e2b7f088f22b188c946d3a158bc89c5190fb985904c	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
24X.24XEquities.MemoirTopOfBook.Sbe.v1.3	fdff00bd8dcd0bd1146358c878cb8edfeca6c88d7399cce95dc5e8bb7d64ba5d	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
A2X.A2XEquities.Rtmdf.Amd.v1.3.2	8a8fe245399faa84d18dcb4f334a4604a37030ffffe0bbec7830345b8bbd4e79	passed		generation	Bitfield container 'Security Flags' (address: 'packet.message.payload.securitydefinitionmessage.securityflags') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.		bitfield-no-endian	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
A2X.A2XEquities.Snapshot.Amd.v1.3.2	bfa1b1b59e13133320e100d2320ce74d7060f8918ad50d6588848c6e72867184	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
A2X.A2XEquities.UdpHeader.Amd.v1	5d4b32963ca6306272358b7c79937758fb05af80e97078723ea8ae55677baa01	generation	Model 'A2X.A2XEquities.UdpHeader.Amd.v1': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	generation	Model 'A2X.A2XEquities.UdpHeader.Amd.v1': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Payload' (Field, packet.message.payload, 0 bytes).	zc-walker-unsupported-path	accessor-missing-size-trait	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.RealTime.Amd.v4.0	960f013d43e7f8a7e4697a3d93be11ea9e16221867f3177cf1c22a8fedee0c5b	generation	Bitfield child 'Market Mechanism' (address: 'packet.message.payload.trade.binarymmt.marketmechanism') carries enum values, but enum-valued multi-bit bitfield children are not implemented.	generation	Bitfield container 'Binary Mmt' (address: 'packet.message.payload.trade.binarymmt') is 4 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.	enum-multibit-bitfield	bitfield-no-endian	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.RealTime.Amd.v4.1	c1768df0c89295dd6d60072422f693b2e8ba6233dcd9f1781163b9df4415beee	generation	Bitfield child 'Market Mechanism' (address: 'packet.message.payload.trade.binarymmt.marketmechanism') carries enum values, but enum-valued multi-bit bitfield children are not implemented.	generation	Bitfield container 'Binary Mmt' (address: 'packet.message.payload.trade.binarymmt') is 4 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.	enum-multibit-bitfield	bitfield-no-endian	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.Replay.Amd.v4.0	2cea9f8606dd34d338568aa758a5aed5134141b1c44cf0b5564f150556bc351e	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.Replay.Amd.v4.1	2027934d2810812614ce2058e7422fbabebf7f3a5a5fc0867d534f934f1947ea	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.Snapshot.Amd.v4.0	06ed4621f88a15b7b594e398ac755b7cca0f7cf929a289f95d430fe6dcef042c	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.Snapshot.Amd.v4.1	56649c398618889c42f97f2f56cb15585657a7daea03c057ca6f12d2cfcbf644	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.TcpHeader.Amd.v1.0	b0599123a4ec351893558f87119df0622c686fc83ae37cbbdf64395c62c0dfce	generation	Model 'Aquis.AquisEquities.TcpHeader.Amd.v1.0': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.TcpHeader.Atp.v1.0	c1a342d44445ee0f4013dadfe5a4b3d6f424480be1dd3fb5f9921b817d55ce1e	generation	Model 'Aquis.AquisEquities.TcpHeader.Atp.v1.0': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.TcpHeader.Atp.v2.0	1582eead93382af6818f59da12887757bf2bc73e59d896d2395fcbe889b01969	generation	Model 'Aquis.AquisEquities.TcpHeader.Atp.v2.0': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.TradingProtocol.Atp.v4.0	583c39220e22c2c837e85d348b9e9ffa260c142c280ac8f2be791b05caf0d6d4	generation	Bitfield child 'Party Role' (address: 'packet.message.payload.orderaddmessage.tableselect1.partyrole') carries enum values, but enum-valued multi-bit bitfield children are not implemented.			enum-multibit-bitfield		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Aquis.AquisEquities.UdpHeader.Amd.v1.0	9b052c062c958d72bdf0e613898a57a00943687a9cafa04abaf4c5a5bff327b1	generation	Model 'Aquis.AquisEquities.UdpHeader.Amd.v1.0': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Asx.AsxDerivatives.T24.Itch.v1.13	d77ad62c0b88cd899fc2f0104b329d0b695bcf46ff8cb61b2da64fbc0a8ac9b7	generation	Model 'Asx.AsxDerivatives.T24.Itch.v1.13': the generator does not emit counted group 'packet.messages.message.payload.custommarketorderaddedmessage.contractlegs' because the group does not have a supported row cursor.	generation	Element 'Protocol Version' (packet.packetheader.session.protocolversion) value 'Protocol Version' requires an unsupported 3-byte C# integer type.	zc-counted-group-no-row-cursor	ascii-no-filled-trait	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Asx.AsxSecurities.Trade.Itch.v2.0	42ca2ed36edba8a56c8ee51b50f0b37940d8d6d56e8cdf60e4ec78fd22bb139e	passed		generation	Bitfield container 'Exchange Order Type' (address: 'packet.messages.message.payload.addordernoparticipantidmessage.exchangeordertype') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.		bitfield-no-endian	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Asx.AsxSecurities.Trade.Itch.v3.1	565417df21c9bf51e037b784bdc48e20f81d98c12f2c89aa076d5bc199ea51d8	passed		generation	Bitfield container 'Exchange Order Type' (address: 'packet.messages.message.payload.addordernoparticipantidmessage.exchangeordertype') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.		bitfield-no-endian	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Asx.AsxSecurities.Trade.Ouch.v2.0	b96635e2d660f53ea6ad5f89193096df80779ee2c6766407ef079126ba8ba896	passed		generation	Model 'Asx.AsxSecurities.Trade.Ouch.v2.0': some dispatch targets of 'serverpacket.serversoupbintcppacket.serverpayload' carry a Size rule and some do not.		mixed-size-rule-dispatch-targets	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Asx.AsxSecurities.Trade.Ouch.v3.6	7c9b215070d0de559e077171304ff271d20f5b1fdca26863b77ce22b50e968b1	generation	Bitfield child 'Crossing Dealing Capacity' (address: 'serverpacket.serversoupbintcppacket.serverpayload.sequenceddatapacket.sequencedmessage.orderexecutedmessage.matchattributes.crossingdealingcapacity') carries enum values, but enum-valued multi-bit bitfield children are not implemented.	generation	Integer enum 'Deal Source' (address: 'serverpacket.serversoupbintcppacket.serverpayload.sequenceddatapacket.sequencedmessage.orderexecutedmessage.dealsource') is 2 bytes and big-endian. ZeroCopy cannot expose a multi-byte big-endian enum directly from a memory overlay. Use a supported little-endian representation or add an endian-aware wrapper type.	enum-multibit-bitfield	big-endian-enum-overlay	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryEntryPoint.Sbe.v7.0	b25bd094630cc232debb0ab986722d028a93dbd1b01c58486cffc709363e747a	generation	Model 'B3.B3Derivatives.BinaryEntryPoint.Sbe.v7.0': the generator does not emit counted group 'packet.simpleopenframe.payload.newordercrossmessage.crosssidesgroups.crosssidesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryEntryPoint.Sbe.v7.1	5696b0e2fc3b085502166df8bc5ae0d2a65c243b59aa04cbd6d9b6ffc737871d	generation	Model 'B3.B3Derivatives.BinaryEntryPoint.Sbe.v7.1': the generator does not emit counted group 'packet.simpleopenframe.payload.newordercrossmessage.crosssidesgroups.crosssidesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.0	7c9941947bb3bef8df405af5368b77374cb9a8b36d635099e64f5f575cad5bd9	generation	Model 'B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.0': the generator does not emit counted group 'packet.simpleopenframe.payload.newordercrossmessage.crosssidesgroups.crosssidesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.1	ba523fb8f88b050d4daeb728785381f8d8cce26c6d57ecf18ba9e7d84a5e2f7a	generation	Model 'B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.1': the generator does not emit counted group 'packet.simpleopenframe.payload.newordercrossmessage.crosssidesgroups.crosssidesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.2	611faf41dfdb8e8f2a642c12c26791b491d07eaeca134474eaf8a15d05be4dcc	generation	Model 'B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.2': the generator does not emit counted group 'packet.simpleopenframe.payload.newordercrossmessage.crosssidesgroups.crosssidesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.3	8a1035d5e1a3b2aba71df1c53c25e7b75ded2ea9a0d77a4df35df0170e6d5946	generation	Model 'B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.3': the generator does not emit counted group 'packet.simpleopenframe.payload.newordercrossmessage.crosssidesgroups.crosssidesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.4	18ae2cdd30954623f9668dabfc502f2aef61d959c6925568b50c4814fcafbd4f	generation	Model 'B3.B3Derivatives.BinaryEntryPoint.Sbe.v8.4': the generator does not emit counted group 'packet.simpleopenframe.payload.newordercrossmessage.crosssidesgroups.crosssidesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryUmdf.Sbe.v1.6	7a3239469e5fdbefa514215916cb5baa19915cda2a7a0527c96f3c208c1dbe56	generation	Model 'B3.B3Derivatives.BinaryUmdf.Sbe.v1.6': the generator does not emit counted group 'packet.message.payload.deprecatedsecuritydefinitionmessage.deprecatedunderlyingsgroups.deprecatedunderlyingsgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryUmdf.Sbe.v1.7	30fd60d5ebbc65ad669a1177c326bac52db1d0628b671a3db8fa852b8ac66956	generation	Model 'B3.B3Derivatives.BinaryUmdf.Sbe.v1.7': the generator does not emit counted group 'packet.message.payload.deprecatedsecuritydefinitionmessage.deprecatedunderlyingsgroups.deprecatedunderlyingsgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryUmdf.Sbe.v1.8	e0c66d306d7d991a7fdf69aef229922b2e6b7e8d01f7ee68ba53478ce1c631fd	generation	Model 'B3.B3Derivatives.BinaryUmdf.Sbe.v1.8': the generator does not emit counted group 'packet.message.payload.deprecatedsecuritydefinitionmessage.deprecatedunderlyingsgroups.deprecatedunderlyingsgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryUmdf.Sbe.v1.9	0ed845e49fdef096a5757cfd94b851d2fdc7a2c7d38cd9869de36ca003c39476	generation	Model 'B3.B3Derivatives.BinaryUmdf.Sbe.v1.9': the generator does not emit counted group 'packet.message.payload.securitydefinitionmessage.underlyingsgroups.underlyingsgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryUmdf.Sbe.v2.1	263b905af313061c46db10e7dd5c9e1ff770608dac80c1c505e53c0e3fe9bd4b	generation	Model 'B3.B3Derivatives.BinaryUmdf.Sbe.v2.1': the generator does not emit counted group 'packet.message.payload.securitydefinitionmessage.underlyingsgroups.underlyingsgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryUmdf.Sbe.v2.2	018d7f65fb6efb617f18065c05669b01baf5029e3097aaaa670f6cb35d5de7cd	generation	Model 'B3.B3Derivatives.BinaryUmdf.Sbe.v2.2': the generator does not emit counted group 'packet.message.payload.securitydefinitionmessage.underlyingsgroups.underlyingsgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.B3Derivatives.BinaryUmdf.Sbe.v2.3	e7d6184713cb6023c3080a5e541eabdbf943f3a7f94bbe25dcbe058ccb8f59c5	generation	Model 'B3.B3Derivatives.BinaryUmdf.Sbe.v2.3': the generator does not emit counted group 'packet.message.payload.securitydefinitionmessage.underlyingsgroups.underlyingsgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.Common.BinaryPacketHeader.Udp.v1.0	f8f9eecdaeb838f79f900a5f3a4b7f372107e76a89e3d08298a488c63536c8db	generation	Model 'B3.Common.BinaryPacketHeader.Udp.v1.0': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
B3.GapDetection.BinaryUmdf.v1	fdc7f76a81a5151e8212907a1b80dae7ed457a8e78f308642c77b4a67cbb3599	generation	Model 'B3.GapDetection.BinaryUmdf.v1': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Bist.BorsaIstanbul.GeniumInet.Glimpse.v2.7	89ebbaee77f5d73274db3f22dff2d723c9e90d2d3e72a7f489e0edde6b79794a	passed		generation	Bitfield container 'Order Attributes' (address: 'serverpacket.serversoupbintcppacket.serverpayload.sequenceddatapacket.sequencedmessage.addordernompidattribution.orderattributes') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.		bitfield-no-endian	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Bist.BorsaIstanbul.GeniumInet.Itch.v21.12	ca3eb6e0ae7231a9031ea346ea7947e353eb5a95776aebb1f954a4c4fc3b8831	passed		generation	Bitfield container 'Order Attributes' (address: 'packet.messages.message.payload.addordernompidattribution.orderattributes') is 2 bytes but has no explicit Endian trait. Add exactly one Endian trait with value Big or Little upstream.		bitfield-no-endian	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Bist.BorsaIstanbul.GeniumInet.Ouch.v2025.0206	c57ebeca6c1ad1f46478e3559c879f88c882f4f9abce2d4e4b1640c2617cf852	generation	Model 'Bist.BorsaIstanbul.GeniumInet.Ouch.v2025.0206': the generator does not emit counted group 'clientpacket.clientsoupbintcppacket.clientpayload.unsequenceddatapacket.unsequencedmessage.massquote.quoteset' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Biva.BivaEquities.Basic.Itch.v1.12	e756fb68e74ac2e7afea19bcdf90efebc7960bb240d4103081f3e8851334a725	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Biva.BivaEquities.Index.Itch.v1.12	321c8d6413e45b8d3d7cf67b51ef2842d8dd929947343daa61bfa0695fb68932	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Biva.BivaEquities.LastSale.Itch.v1.12	a72b48d674ea1af83c737a7cc4ff0cbbd433dddb38c06a623fa52b9a641b16d1	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Biva.BivaEquities.News.Itch.v1.12	cd5ced837bc88423e4d83b9cc145d024fa04e8f3b7524c7e98988ec0dbb00045	generation	Model 'Biva.BivaEquities.News.Itch.v1.12': the generator does not emit a writer for 'packet.messages.message.payload.newsmessage' because child 'packet.messages.message.payload.newsmessage.title' is not static.	generation	Model 'Biva.BivaEquities.News.Itch.v1.12': the generator does not emit a writer for 'packet.messages.message.payload.newsmessage' because child 'packet.messages.message.payload.newsmessage.title' carries a Size rule but is not the last child.	zc-writer-nonstatic-prefix-child	zc-writer-size-rule-not-last-child	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Biva.BivaEquities.OrderEntry.Ouch.v1.05	3b7a8cb3ffc18101b0ed4bcb714a3f87e6ab4c8e7fdc71d512980cad7e58b426	passed		generation	Model 'Biva.BivaEquities.OrderEntry.Ouch.v1.05': some dispatch targets of 'serverpacket.serversoupbintcppacket.serverpayload' carry a Size rule and some do not.		mixed-size-rule-dispatch-targets	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Biva.BivaEquities.TotalView.Glimpse.v1.12	75dba2c5ac778bc155be3e8b6efc1ff63a8eac80051440eef14cef4017a1823d	passed		generation	Model 'Biva.BivaEquities.TotalView.Glimpse.v1.12': the generator does not emit a writer for 'clientpacket.clientsoupbintcppacket.clientpayload.unsequenceddatapacket' because child 'clientpacket.clientsoupbintcppacket.clientpayload.unsequenceddatapacket.unsequencedmessage' is not static.		zc-writer-nonstatic-prefix-child	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Biva.BivaEquities.TotalView.Itch.v1.12	debdc0b14a0bde85d3c6fd63c2c10e86d4e1e0578984d5a69cb22c4b0b4d5749	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BlueOceanAts.BlueEquities.Memo.Sbe.v1.13	2f59e92421f32db37a2a2707645680b2d5979b9bebb207c64f50d6109806f940	generation	Model 'BlueOceanAts.BlueEquities.Memo.Sbe.v1.13': the generator does not emit counted group 'packet.data.unsequencedmessage.sbemessage.payload.executionreportcanceledmessage.partiesgroups.partiesgroup' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BlueOceanAts.BlueEquities.MemoirDepthFeed.Sbe.v1.3	e7b093292eaa21a3f03767091fb15aafe655d1ded5911a5fcdb0cc1cf439c5d6	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BlueOceanAts.BlueEquities.MemoirLastSale.Sbe.v1.3	e0c10b34ed2e6f0292b22eb2adc8f5bd9769db71a28658aecc42fdcaa6de9c0c	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BlueOceanAts.BlueEquities.MemoirTopOfBook.Sbe.v1.3	e8fb15ead800416ad5db52262abc5e4968c19882d5fe2b07b9fddef48d467992	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BlueOceanAts.CommonHeader.Udp.v1.1	e4f9f96bfca2b4f4f581fe9d19b45a6803b68ac1991b7a3eadfb8b8e21b4bae0	generation	Model 'BlueOceanAts.CommonHeader.Udp.v1.1': no ZeroCopy walker for tree 'packet': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Box.BoxOptions.SolaMulticast.Hsvf.v1.5	d45441e59d652cdcbff35bdbb8cb2d1157839f93c7e9b05be2bf395da1216938	generation	Model 'Box.BoxOptions.SolaMulticast.Hsvf.v1.5': the generator does not emit counted group 'packet.messagebody.complexorderinstrumentkeysmessage.instrumentleg' because the group does not have a supported row cursor.			zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Box.BoxOptions.SolaMulticast.Hsvf.v1.8	92b8309eda6b9949731594e0f22510ffb3ef1dc9c8f76d9bbab6be127255562a	generation	Model 'Box.BoxOptions.SolaMulticast.Hsvf.v1.8': the generator does not emit counted group 'packet.messagebody.complexorderinstrumentkeysmessage.instrumentleg' because the group does not have a supported row cursor.			zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Box.BoxOptions.SolaMulticast.Hsvf.v1.9	86fc6a001f2788aeedefdd29f56432f9427089b953d6c5c1e914287391d65fd5	generation	Model 'Box.BoxOptions.SolaMulticast.Hsvf.v1.9': the generator does not emit counted group 'packet.messagebody.complexorderinstrumentkeysmessage.instrumentleg' because the group does not have a supported row cursor.			zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Box.BoxOptions.SolaUnicast.Hsvf.v4.5.1	6e0610de510686bf83287c78a7a4c2b6c8af9b0a72fb978747e516a297681263	generation	Model 'Box.BoxOptions.SolaUnicast.Hsvf.v4.5.1': the generator does not emit counted group 'packet.messagebody.complexorderinstrumentkeysmessage.instrumentleg' because the group does not have a supported row cursor.			zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BruceAts.BruceEquities.BestBidAndOffer.Itch.v1.0	c87375da2539da6eae9c6b51e4c4cd04c2908f1fbbf2ae2f6727e32bf1e91e6f	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BruceAts.BruceEquities.DepthOfBook.Itch.v1.0	4a392f37268700dee67a3c2e43a3c3daef419da62fe1b9bf984d0e7aa46889c8	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
BruceAts.BruceEquities.LastSale.Itch.v1.0	9a4241818cc66863a30bad318bb92d780a877a41374ab8380dec331eb6b77b7b	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Bse.BseIndia.Eobi.Fbe.v1.4	be850ec0243c19ae468c7bde31fcbdba00c28b100d70a846d43d1c3a6fd9e54b	generation	Model 'Bse.BseIndia.Eobi.Fbe.v1.4': the generator does not emit counted group 'packet.message.payload.addcomplexinstrumentmessage.instrmtleggrp' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Bse.BseIndia.Eti.Fbe.v1.6.14	c807d6da24ffda0e36a47701acd04d4844f63fc8af874772050b36d8a2ebc714	generation	Model 'Bse.BseIndia.Eti.Fbe.v1.6.14': the generator does not emit counted group 'serverpacket.servermessage.serverpayload.deleteallorderbroadcast.notaffectedordersgrpcomp' because the group does not have a supported row cursor.	build	Bse.BseIndia.Eti.Fbe.v1.6.14/Bse.BseIndia.Eti.Fbe.v1.6.14/Types/IncrementDecrementStatus.cs: error CS0031: Constant value '128' cannot be converted to a 'sbyte' [Bse.BseIndia.Eti.Fbe.v1.6.14/Bse.BseIndia.Eti.Fbe.v1.6.14/Bse.BseIndia.Eti.Fbe.v1.6.14.csproj]	zc-counted-group-no-row-cursor	cs0031-sbyte-overflow	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BxeEquities.AuctionFeed.AsciiPitch.v1.4	38a36c1801915fc249338a22e435e48eb40c6f0fe589c402a03c021db232eab5	generation	Model 'Cboe.BxeEquities.AuctionFeed.AsciiPitch.v1.4': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.BxeEquities.AuctionFeed.AsciiPitch.v1.4': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BxeEquities.LastSale.Apf.v1.3	71275c92e1f03236cc3fe4331ceac6c56a45f700be120d650e4c8d74d3470175	generation	Model 'Cboe.BxeEquities.LastSale.Apf.v1.3': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.BxeEquities.LastSale.Apf.v1.3': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
